,Education,Family,Income,Personal Loan,Mortgage,Age,Securities Account,CreditCard
773,1,2,120,0,0,41,0,1
774,1,1,39,0,0,55,0,1
775,2,3,23,0,0,65,0,1
776,3,2,135,1,91,50,0,0
777,1,2,12,0,76,55,0,1
778,2,2,92,0,0,62,0,0
779,3,2,192,1,0,53,0,0
780,1,4,42,0,0,32,0,1
781,3,3,158,1,0,56,0,0
782,3,3,194,1,587,54,1,1
783,1,2,160,0,0,44,1,0
784,1,2,98,0,0,48,0,0
785,1,2,164,0,0,46,0,1
786,1,2,42,0,0,45,1,0
787,3,3,202,1,0,45,0,0
788,1,4,10,0,0,58,0,0
789,2,4,31,0,0,29,0,0
790,1,4,58,0,0,55,0,1
791,2,4,65,0,0,55,0,0
792,3,1,98,0,0,41,0,1
793,1,2,150,0,0,24,0,0
794,3,2,44,0,0,54,0,0
795,3,2,15,0,0,57,0,1
796,1,2,82,0,0,30,0,0
797,3,3,61,0,0,42,0,0
798,2,1,38,0,0,29,0,0
799,3,4,39,0,0,29,0,0
800,1,1,173,0,0,31,0,0
801,1,4,8,0,0,47,0,0
802,1,3,51,0,214,36,0,0
803,3,4,62,0,82,52,0,0
804,2,4,34,0,0,54,0,0
805,2,3,132,1,307,55,0,0
806,3,4,44,0,0,53,0,0
807,1,1,162,0,0,52,0,0
808,1,3,64,0,0,64,0,0
809,3,1,111,0,0,54,0,1
810,3,2,41,0,0,32,0,0
811,3,4,52,0,0,63,0,0
812,2,4,65,0,0,36,0,0
813,2,1,130,1,0,50,0,0
814,1,2,45,0,0,33,0,1
815,2,1,35,0,118,62,0,0
816,2,3,65,0,263,49,0,1
817,1,2,38,0,91,41,0,0
818,2,4,42,0,0,51,0,1
819,3,4,45,0,0,56,0,0
820,1,1,145,0,0,51,0,0
821,3,4,33,0,0,39,0,0
822,3,3,60,0,0,61,0,0
823,1,1,45,0,0,35,0,1
824,1,4,72,0,0,39,1,0
825,2,3,34,0,0,37,0,0
826,2,3,23,0,0,48,0,0
827,3,2,45,0,88,63,0,1
828,1,4,28,0,75,35,0,0
829,2,4,81,0,0,55,0,0
830,2,3,72,0,81,29,0,0
831,3,4,49,0,0,61,0,0
832,2,4,31,0,0,36,0,0
833,3,3,63,0,0,61,0,0
834,1,4,150,1,0,36,1,0
835,1,2,142,0,193,58,0,1
836,1,3,74,0,0,42,0,1
837,2,1,24,0,81,30,0,0
838,3,4,29,0,0,45,0,0
839,1,4,79,0,0,39,0,0
840,1,2,94,0,310,27,0,1
841,1,1,121,0,0,57,1,0
842,1,3,54,0,0,34,0,0
843,1,3,73,0,0,64,0,0
844,3,1,71,0,127,47,0,0
845,2,3,29,0,0,44,0,1
846,1,1,93,0,0,51,0,0
847,3,1,73,0,252,40,0,0
848,2,4,19,0,0,57,0,0
849,1,2,58,0,0,33,1,1
850,1,1,39,0,0,46,0,0
851,2,2,23,0,0,41,1,0
852,3,1,29,0,127,33,0,1
853,1,1,155,0,0,27,0,0
854,2,1,90,0,0,52,1,0
855,1,2,113,0,77,59,0,0
856,3,1,42,0,0,62,0,0
857,1,4,30,0,0,49,0,1
858,2,3,19,0,0,45,0,0
859,2,3,124,1,170,63,0,0
860,2,2,30,0,145,57,0,0
861,3,1,28,0,124,60,1,0
862,2,2,15,0,101,50,0,0
863,3,1,70,0,265,54,0,0
864,2,1,10,0,0,28,0,0
865,3,3,22,0,139,60,0,1
866,1,4,70,0,0,44,0,0
867,1,1,61,0,0,61,0,0
868,1,2,161,0,0,40,1,1
869,1,2,29,0,0,54,0,1
870,1,3,35,0,0,43,0,0
871,2,4,48,0,0,54,0,0
872,1,4,44,0,0,32,0,0
873,1,3,88,0,134,24,0,0
874,3,4,40,0,0,30,0,1
875,2,4,21,0,123,61,0,0
876,1,2,58,0,0,40,0,0
877,2,4,59,0,0,35,0,0
878,3,4,74,0,0,33,0,0
879,2,4,84,0,0,63,0,0
880,1,1,58,0,177,57,0,0
881,1,2,154,0,0,44,0,0
882,1,1,185,0,0,51,0,0
883,1,1,78,0,305,51,0,0
884,2,2,55,0,0,38,0,0
885,2,4,30,0,0,31,0,0
886,2,3,74,0,0,54,0,0
887,1,2,118,0,0,41,0,0
888,3,2,182,1,372,57,0,0
889,3,2,82,0,0,24,0,1
890,3,4,29,0,79,55,0,0
891,1,4,120,1,301,32,0,1
892,2,2,53,0,0,38,0,0
893,1,3,43,0,0,58,0,1
894,1,4,59,0,232,29,0,1
895,3,4,84,0,289,43,1,1
896,1,3,161,1,212,50,0,0
897,2,4,21,0,137,62,0,1
898,1,4,63,0,0,57,0,0
899,2,3,172,1,0,30,0,1
900,1,4,51,0,172,30,0,1
901,1,4,24,0,0,57,0,0
902,1,2,95,0,0,57,0,0
903,1,1,59,0,250,43,0,0
904,2,4,51,0,0,28,1,0
905,1,1,28,0,84,46,0,1
906,1,2,154,0,130,29,0,0
907,3,2,15,0,115,64,0,1
908,3,4,55,0,0,66,0,1
909,1,1,149,0,305,23,0,1
910,3,1,79,0,0,60,0,1
911,3,4,68,0,0,47,0,0
912,2,1,78,0,0,35,0,0
913,2,2,34,0,0,57,1,0
914,1,3,195,1,0,65,1,1
915,1,1,184,0,303,53,0,0
916,1,2,85,0,0,44,0,0
917,1,2,200,0,0,45,0,1
918,3,3,64,0,0,41,0,0
919,2,1,88,0,0,51,1,1
920,2,3,42,0,0,27,0,0
921,1,3,91,0,126,31,0,1
922,1,1,38,0,0,32,1,0
923,2,1,28,0,0,55,0,0
924,3,4,32,0,0,55,1,0
925,3,1,31,0,0,42,0,1
926,2,4,22,0,103,33,0,0
927,2,3,95,1,138,65,0,1
928,1,4,74,0,0,35,0,0
929,2,1,22,0,91,55,0,1
930,2,3,43,0,0,28,0,0
931,3,1,43,0,0,27,0,0
932,2,3,112,0,0,51,1,1
933,2,2,9,0,0,50,0,0
934,3,2,81,0,0,58,0,0
935,1,1,131,0,256,46,0,1
936,3,1,19,0,0,62,1,0
937,2,3,62,0,0,38,1,0
938,2,4,19,0,124,62,1,0
939,1,2,8,0,0,56,0,1
940,3,1,193,1,203,61,0,0
941,1,4,129,1,140,38,0,0
942,2,4,30,0,0,55,0,1
943,2,4,80,0,0,30,0,0
944,3,4,22,0,0,41,0,1
945,2,1,33,0,0,57,0,0
946,3,4,64,0,0,36,0,0
947,3,3,60,0,84,55,0,0
948,3,1,81,0,259,30,0,1
949,2,3,45,0,204,40,0,0
950,2,4,112,0,0,32,0,0
951,3,2,83,1,0,59,0,0
952,1,2,180,0,524,44,0,1
953,2,4,28,0,0,51,1,0
954,3,2,169,1,249,37,0,0
955,1,4,14,0,0,59,0,0
956,1,1,43,0,0,37,0,0
957,1,2,88,0,0,56,0,0
958,3,4,78,0,0,55,0,1
959,2,1,68,0,163,49,0,0
960,1,2,144,0,0,46,0,1
961,1,4,30,0,163,35,0,0
962,1,1,120,0,135,47,0,0
963,2,2,24,0,0,39,0,0
964,3,4,78,0,157,27,1,0
965,2,2,135,1,0,62,0,0
966,3,2,44,0,0,57,0,0
967,2,4,73,0,0,55,0,0
968,2,1,90,0,0,55,0,1
969,3,3,58,0,0,41,0,0
970,1,2,75,0,236,57,0,0
971,3,3,174,1,231,43,0,1
972,1,2,50,0,174,40,0,0
973,3,1,85,0,287,43,0,0
974,1,3,54,0,0,63,0,0
975,1,2,83,1,0,63,0,0
976,1,4,24,0,0,54,1,0
977,2,4,45,0,205,54,0,0
978,3,1,68,0,0,52,0,1
979,3,4,48,0,0,50,0,1
980,3,1,114,0,0,38,0,1
981,2,3,142,1,0,36,0,1
982,2,3,52,0,0,58,0,1
983,1,2,142,0,0,46,0,0
984,3,1,15,0,0,50,0,0
985,1,1,118,0,159,46,0,1
986,1,4,101,0,0,53,0,0
987,1,2,84,0,0,62,0,0
988,2,1,32,0,100,63,0,0
989,3,3,64,0,247,42,0,0
990,1,4,81,0,0,34,0,0
991,3,4,28,0,0,40,0,1
992,1,1,93,0,0,34,0,0
993,2,1,185,1,0,41,0,0
994,2,1,42,0,0,32,0,0
995,3,2,45,0,0,28,0,1
996,2,2,49,0,214,33,0,0
997,1,3,69,0,0,46,0,0
998,2,1,94,0,333,52,0,0
999,2,1,18,0,0,60,0,1
1000,1,4,8,0,91,59,1,0
1001,1,4,55,0,108,57,0,0
1002,3,2,85,0,0,46,0,0
1003,1,4,62,0,229,25,0,0
1004,3,4,65,0,0,53,0,0
1005,1,2,138,0,0,38,1,0
1006,1,1,103,0,0,63,0,0
1007,3,3,99,1,357,44,0,0
1008,1,1,152,0,0,50,0,0
1009,3,2,25,0,140,28,0,0
1010,1,2,98,0,361,27,1,1
1011,2,2,39,0,166,52,0,0
1012,2,1,40,0,0,50,0,1
1013,1,3,58,0,169,39,0,0
1014,3,2,192,1,301,50,0,1
1015,2,1,62,0,0,60,0,0
1016,2,1,69,0,0,30,1,0
1017,3,4,40,0,170,31,0,0
1018,3,2,61,0,127,39,0,0
1019,2,4,30,0,157,29,0,0
1020,2,1,29,0,97,54,0,0
1021,2,2,41,0,0,35,0,1
1022,2,1,118,1,0,27,0,0
1023,1,1,109,0,366,45,0,0
1024,2,4,122,1,0,58,0,0
1025,1,3,50,0,169,62,0,0
1026,2,3,43,0,0,28,0,0
1027,1,1,108,0,0,32,1,0
1028,3,4,110,1,0,29,0,0
1029,3,1,20,0,0,41,0,0
1030,3,4,112,0,0,61,0,1
1031,2,1,25,0,136,56,0,0
1032,2,3,42,0,0,37,0,1
1033,1,2,29,0,0,60,0,0
1034,1,3,84,0,134,49,1,0
1035,3,4,81,0,0,43,1,0
1036,1,4,55,0,119,53,0,1
1037,2,1,40,0,0,35,1,0
1038,2,4,145,1,0,56,0,1
1039,3,2,175,1,0,41,0,0
1040,3,4,78,0,163,36,0,0
1041,1,4,51,0,0,56,0,0
1042,3,4,50,0,0,64,0,0
1043,1,3,21,0,0,51,0,0
1044,2,1,79,0,83,49,0,1
1045,3,1,84,0,0,43,0,0
1046,2,4,34,0,0,51,0,0
1047,2,4,73,0,0,55,0,0
1048,1,3,90,0,0,62,0,0
1049,3,4,23,0,0,35,0,0
1050,3,2,145,1,294,53,0,1
1051,1,4,54,0,141,33,1,0
1052,2,3,49,0,103,43,0,1
1053,2,1,51,0,0,58,0,0
1054,2,4,8,0,0,63,0,0
1055,1,1,62,0,0,31,1,0
1056,3,1,25,0,0,36,0,0
1057,3,2,63,0,0,30,0,0
1058,3,2,24,0,86,59,0,0
1059,2,1,11,0,0,28,0,1
1060,1,1,23,0,0,59,0,1
1061,3,1,33,0,0,47,0,0
1062,1,1,83,1,97,47,0,0
1063,1,3,39,0,131,56,0,1
1064,2,3,138,1,0,41,0,0
1065,1,3,113,0,0,25,0,1
1066,3,4,125,1,0,30,0,0
1067,1,1,195,0,0,50,0,0
1068,3,3,105,0,0,34,1,0
1069,1,2,75,1,0,44,0,0
1070,2,2,40,0,0,36,0,0
1071,3,3,61,0,137,39,0,0
1072,3,2,75,0,0,54,0,0
1073,1,1,122,0,0,33,0,1
1074,1,3,75,0,0,39,0,1
1075,3,4,59,0,0,41,0,0
1076,2,3,24,0,0,40,0,0
1077,3,3,175,1,329,29,0,0
1078,1,2,39,0,182,51,0,1
1079,1,2,145,0,0,54,1,0
1080,2,4,24,0,142,47,0,0
1081,2,3,20,0,0,53,0,0
1082,2,1,85,0,0,30,0,0
1083,3,3,65,0,0,28,1,0
1084,3,4,191,1,0,60,0,0
1085,1,2,11,0,0,51,1,0
1086,3,2,40,0,167,63,0,0
1087,2,3,54,0,196,38,0,0
1088,1,1,95,0,0,59,0,1
1089,2,4,94,0,0,53,0,0
1090,2,4,79,0,0,31,0,0
1091,3,3,48,0,0,41,0,1
1092,1,4,70,0,0,25,1,0
1093,2,3,40,0,111,27,0,0
1094,1,4,44,0,0,50,0,1
1095,3,1,43,0,137,50,0,0
1096,3,1,29,0,0,43,0,0
1097,1,3,188,1,184,50,0,1
1098,1,1,114,0,0,46,0,1
1099,2,3,52,0,0,30,0,0
1100,1,1,13,0,0,42,0,0
1101,3,3,95,0,0,42,0,0
1102,3,1,84,0,0,29,0,0
1103,1,1,49,0,0,38,0,0
1104,1,1,181,0,0,51,0,1
1105,2,1,182,1,229,35,0,1
1106,1,2,70,0,0,37,0,0
1107,1,3,79,0,185,47,0,1
1108,2,4,61,0,0,55,0,1
1109,1,2,121,0,0,65,0,0
1110,1,3,34,0,83,58,0,0
1111,1,1,183,0,442,54,0,0
1112,3,1,51,0,0,52,1,1
1113,3,3,70,0,0,28,0,1
1114,1,1,39,0,0,32,0,1
1115,2,3,84,0,0,51,0,0
1116,1,1,122,0,0,43,0,1
1117,1,1,145,0,132,42,0,1
1118,1,2,98,0,0,42,0,1
1119,3,1,79,0,233,41,0,0
1120,3,2,38,0,0,34,0,1
1121,2,3,49,0,196,30,0,1
1122,1,1,38,0,0,32,0,0
1123,3,4,91,0,0,46,0,0
1124,1,4,29,0,0,38,0,1
1125,1,2,172,0,0,37,0,0
1126,1,2,104,1,0,32,0,1
1127,1,1,58,0,0,35,0,1
1128,2,2,171,1,0,30,0,0
1129,1,3,73,1,0,30,0,1
1130,1,1,191,0,0,58,0,0
1131,3,2,90,0,0,57,0,0
1132,1,3,55,0,0,34,1,1
1133,2,1,28,0,0,31,0,0
1134,3,1,42,0,0,39,0,0
1135,2,1,9,0,91,57,1,0
1136,2,1,65,0,0,47,1,0
1137,3,4,134,1,0,51,1,0
1138,1,4,83,0,0,30,1,0
1139,2,3,38,0,0,55,0,0
1140,1,4,13,0,0,32,0,1
1141,3,3,143,1,0,32,0,0
1142,1,4,75,0,0,44,0,0
1143,3,1,120,1,0,33,0,0
1144,2,1,91,0,0,49,0,0
1145,3,2,99,0,0,32,0,1
1146,1,1,71,0,78,31,1,0
1147,2,1,111,0,0,37,0,0
1148,1,1,108,0,0,41,0,0
1149,1,1,158,0,0,56,0,0
1150,1,3,81,0,0,55,0,0
1151,3,2,12,0,0,49,1,0
1152,1,2,21,0,0,63,0,0
1153,1,4,55,0,215,55,0,1
1154,3,1,42,0,0,59,0,0
1155,1,2,81,0,0,41,0,1
1156,1,4,13,0,87,49,0,0
1157,1,1,132,0,157,48,0,0
1158,3,1,99,0,0,41,0,0
1159,1,4,23,0,0,50,0,1
1160,2,1,40,0,0,28,1,0
1161,1,3,181,1,0,36,0,0
1162,1,2,112,0,394,38,0,0
1163,1,2,138,0,227,34,0,0
1164,2,3,94,1,327,41,1,0
1165,1,1,113,0,0,43,0,0
1166,2,4,112,1,0,30,0,1
1167,1,2,190,0,475,37,0,0
1168,3,1,38,0,0,62,0,0
1169,3,1,32,0,158,40,0,0
1170,2,3,104,0,0,35,0,1
1171,2,1,43,0,0,64,0,0
1172,2,3,45,0,0,49,1,0
1173,2,2,35,0,0,24,0,0
1174,2,4,42,0,0,36,0,1
1175,2,1,58,0,0,29,0,1
1176,1,4,103,1,0,29,0,0
1177,2,1,71,1,149,28,1,0
1178,2,1,14,0,98,33,0,0
1179,3,3,98,0,0,36,1,1
1180,2,1,90,0,0,42,0,1
1181,1,4,65,0,0,25,1,0
1182,1,4,19,0,0,28,0,1
1183,2,3,35,0,0,50,0,1
1184,1,4,71,0,0,34,0,0
1185,1,3,31,0,0,43,0,0
1186,2,4,43,0,0,62,0,0
1187,2,1,24,0,87,61,1,0
1188,3,2,58,0,0,45,1,1
1189,1,2,115,0,0,42,0,0
1190,1,2,168,0,152,39,1,0
1191,1,1,128,0,0,29,0,1
1192,1,1,138,0,0,45,0,1
1193,2,3,81,0,0,58,0,1
1194,3,4,41,0,0,29,0,0
1195,2,2,123,1,0,32,0,0
1196,1,2,71,0,94,37,0,0
1197,3,1,8,0,0,48,0,1
1198,1,2,42,0,101,40,0,0
1199,1,2,62,0,184,29,0,0
1200,1,4,22,0,91,36,1,0
1201,2,4,38,0,0,35,0,0
1202,2,4,24,0,0,35,0,0
1203,1,3,50,0,0,62,0,0
1204,2,4,190,1,197,26,0,0
1205,1,2,94,0,0,32,0,0
1206,3,4,165,1,0,63,0,0
1207,2,4,43,0,0,38,0,1
1208,2,1,48,0,0,50,0,1
1209,2,3,52,0,228,46,0,1
1210,1,4,84,0,0,50,0,0
1211,1,1,131,0,0,61,0,0
1212,1,4,44,0,0,34,0,0
1213,1,4,78,0,87,27,0,0
1214,2,4,15,0,0,61,0,0
1215,3,4,38,0,144,45,0,1
1216,3,1,84,0,0,50,1,0
1217,1,1,122,0,0,44,0,0
1218,1,2,98,0,0,62,0,0
1219,2,3,80,0,0,45,0,0
1220,1,2,165,0,0,41,0,0
1221,1,2,121,0,0,30,0,1
1222,2,3,20,0,94,61,0,0
1223,1,1,11,0,91,45,0,0
1224,3,1,45,0,0,59,0,0
1225,2,2,118,1,0,30,0,0
1226,1,2,14,0,109,60,0,1
1227,2,3,30,0,0,39,0,0
1228,1,1,45,0,98,56,0,0
1229,1,3,80,0,0,56,0,0
1230,2,4,25,0,0,27,0,1
1231,1,1,144,0,0,66,1,1
1232,3,4,84,0,297,43,0,0
1233,1,2,22,0,0,53,0,0
1234,1,3,33,0,0,44,0,1
1235,3,4,60,0,0,54,0,0
1236,2,4,81,0,116,31,0,0
1237,3,1,169,1,0,38,0,1
1238,3,2,63,0,0,28,0,0
1239,3,2,12,0,109,51,0,1
1240,1,4,15,0,101,52,0,0
1241,3,1,39,0,0,64,1,1
1242,2,4,44,0,0,29,0,0
1243,1,1,110,0,0,34,0,0
1244,2,3,130,1,99,33,0,1
1245,3,1,41,0,128,46,0,0
1246,3,1,59,0,241,48,0,0
1247,1,2,39,0,0,52,0,0
1248,2,4,35,0,0,44,0,0
1249,2,1,80,0,0,51,0,1
1250,2,1,81,0,0,47,0,0
1251,3,2,31,0,0,39,0,0
1252,3,4,93,0,0,42,0,0
1253,1,4,45,0,204,57,0,0
1254,3,2,40,0,0,36,0,1
1255,3,2,80,0,185,27,0,1
1256,3,1,20,0,0,31,0,0
1257,3,1,41,0,0,63,0,1
1258,1,1,31,0,104,34,0,1
1259,2,4,35,0,0,52,0,0
1260,3,3,40,0,137,57,0,1
1261,3,1,84,0,0,63,0,0
1262,3,2,53,0,0,26,0,0
1263,3,4,85,0,0,35,0,0
1264,1,2,138,0,0,58,0,0
1265,3,2,71,0,108,32,0,0
1266,3,1,113,0,0,64,0,1
1267,2,2,23,0,0,50,1,0
1268,1,3,62,0,0,34,0,0
1269,3,4,14,0,100,36,0,1
1270,3,2,60,0,0,43,0,1
1271,1,3,94,0,236,28,0,0
1272,2,3,83,0,0,64,0,0
1273,3,3,130,1,437,60,0,1
1274,1,4,61,0,0,62,0,0
1275,1,2,92,0,178,27,0,0
1276,3,2,20,0,117,42,0,1
1277,1,2,194,0,428,45,0,0
1278,1,1,74,0,0,36,0,1
1279,3,2,84,0,145,48,0,0
1280,2,3,98,0,333,65,0,0
1281,1,3,52,0,0,39,0,0
1282,2,1,55,0,236,51,0,1
1283,1,4,64,0,117,30,0,0
1284,1,1,128,0,162,65,0,0
1285,2,4,113,1,0,38,0,1
1286,2,3,50,0,0,29,0,1
1287,2,4,54,0,0,42,0,0
1288,1,1,129,0,366,63,0,0
1289,1,4,82,0,0,46,0,0
1290,2,4,100,0,0,62,0,0
1291,1,4,44,0,0,58,1,0
1292,2,4,164,1,234,56,0,1
1293,1,2,81,0,121,56,0,1
1294,1,1,71,0,257,34,0,1
1295,3,1,28,0,90,42,0,0
1296,1,3,80,0,219,30,0,0
1297,2,4,90,0,0,61,0,0
1298,2,1,74,0,0,38,0,1
1299,3,2,14,0,0,50,1,0
1300,2,2,23,0,103,61,0,0
1301,1,1,153,0,337,41,0,1
1302,3,3,38,0,0,42,0,0
1303,2,2,112,0,382,29,1,0
1304,1,1,145,0,397,51,0,1
1305,2,2,28,0,88,32,0,0
1306,3,4,31,0,0,34,0,1
1307,1,1,195,0,0,26,0,1
1308,3,3,50,0,0,54,0,1
1309,3,4,71,0,0,38,0,0
1310,3,3,21,0,0,62,0,0
1311,3,2,35,0,125,37,0,0
1312,1,1,42,0,0,46,0,1
1313,3,4,78,0,141,52,0,0
1314,2,4,73,0,0,32,0,0
1315,3,2,53,0,181,49,0,0
1316,3,2,51,0,123,28,0,0
1317,3,2,40,0,0,55,0,0
1318,1,1,178,0,0,52,0,0
1319,1,2,35,0,0,32,0,1
1320,2,1,192,1,0,31,0,0
1321,1,1,123,0,0,27,0,0
1322,2,2,48,0,0,32,1,1
1323,2,3,45,0,0,52,0,0
1324,1,1,15,0,0,52,0,0
1325,1,1,79,0,120,50,0,0
1326,2,4,63,0,0,32,1,0
1327,3,2,30,0,0,61,0,0
1328,1,4,145,1,380,60,0,1
1329,2,3,32,0,0,28,0,0
1330,1,2,64,0,224,34,0,1
1331,1,1,84,0,0,31,0,0
1332,2,1,21,0,0,31,0,0
1333,2,4,99,0,0,62,0,0
1334,1,2,35,0,0,47,0,0
1335,1,1,180,0,0,50,0,1
1336,1,1,42,0,0,36,0,0
1337,2,4,179,1,0,26,0,0
1338,3,4,42,0,0,51,0,0
1339,2,2,180,1,297,52,0,0
1340,1,4,82,0,0,35,0,0
1341,1,2,55,0,149,42,0,0
1342,1,2,79,0,0,36,0,0
1343,3,2,48,0,215,41,0,1
1344,1,1,93,0,0,49,1,0
1345,3,2,23,0,0,57,0,0
1346,1,3,50,0,200,44,0,0
1347,1,2,85,0,0,60,0,0
1348,2,1,35,0,97,38,0,0
1349,2,3,171,1,0,26,0,0
1350,2,4,29,0,0,29,0,1
1351,3,1,84,0,0,59,0,1
1352,2,4,20,0,0,51,0,0
1353,3,1,14,0,0,50,0,1
1354,1,1,179,0,357,35,0,0
1355,1,1,48,0,158,61,0,0
1356,1,1,74,0,0,42,0,0
1357,1,1,53,0,0,55,0,0
1358,2,1,83,0,0,50,0,1
1359,1,2,171,0,433,64,0,0
1360,1,4,85,0,0,54,0,0
1361,2,4,38,0,0,50,0,0
1362,1,3,85,0,157,31,0,1
1363,1,1,79,0,0,32,0,0
1364,1,4,69,0,0,44,0,0
1365,3,3,43,0,0,60,0,1
1366,1,2,33,0,101,60,0,0
1367,3,3,42,0,149,62,0,1
1368,3,4,40,0,122,46,0,0
1369,3,1,43,0,0,57,0,0
1370,3,4,20,0,117,30,0,0
1371,1,3,65,0,222,58,0,0
1372,1,3,139,1,483,39,0,0
1373,3,3,135,1,0,60,0,0
1374,3,3,84,0,0,59,0,0
1375,3,1,179,1,0,50,0,1
1376,2,4,45,0,86,63,0,0
1377,1,2,109,0,0,27,0,0
1378,3,4,34,0,0,54,0,0
1379,1,1,162,0,0,62,0,0
1380,1,2,105,0,0,60,0,0
1381,2,3,22,0,0,38,0,0
1382,1,2,82,0,178,34,0,1
1383,2,4,105,0,230,65,1,0
1384,3,1,62,0,0,55,0,0
1385,1,2,82,0,83,57,0,1
1386,1,4,72,0,0,27,0,0
1387,1,4,38,0,0,35,0,1
1388,1,4,25,0,0,52,0,0
1389,3,1,20,0,0,45,0,0
1390,2,4,80,0,0,29,0,1
1391,1,3,84,0,0,44,0,0
1392,1,1,33,0,0,47,0,1
1393,3,3,55,0,0,62,0,0
1394,2,2,33,0,0,52,0,1
1395,3,4,190,1,305,47,0,0
1396,3,1,43,0,158,42,0,0
1397,3,3,45,0,0,65,0,0
1398,1,1,141,0,0,42,0,0
1399,1,4,69,0,0,40,0,0
1400,2,4,78,0,0,32,0,0
1401,3,1,84,0,0,40,0,0
1402,2,1,172,1,0,55,0,0
1403,1,4,51,0,154,32,1,1
1404,3,1,75,0,0,58,0,0
1405,2,1,183,1,0,46,0,1
1406,3,4,20,0,0,53,0,1
1407,3,2,101,1,294,63,0,0
1408,3,1,129,1,0,40,0,0
1409,1,2,63,0,0,41,0,0
1410,1,4,44,0,0,60,0,0
1411,3,1,184,1,176,65,0,1
1412,1,2,100,0,127,59,0,0
1413,1,3,12,0,0,48,0,0
1414,3,2,68,0,128,59,1,0
1415,1,1,48,0,212,33,0,0
1416,1,2,82,0,0,40,0,0
1417,1,2,52,0,0,42,0,0
1418,2,2,154,1,0,65,1,1
1419,1,1,39,0,0,30,0,1
1420,1,1,40,0,0,30,0,1
1421,3,4,54,0,164,42,0,0
1422,2,2,32,0,103,32,0,1
1423,3,2,64,0,0,55,0,0
1424,1,2,92,0,287,29,0,0
1425,3,1,40,0,94,64,0,1
1426,3,3,60,0,0,37,0,0
1427,1,2,85,0,119,31,0,1
1428,1,4,21,0,90,25,0,0
1429,3,1,35,0,171,31,0,0
1430,1,2,52,0,0,32,0,0
1431,1,1,128,0,0,58,0,0
1432,1,1,195,0,0,26,0,0
1433,2,2,68,0,117,51,0,1
1434,1,2,55,0,0,65,0,0
1435,1,1,55,0,0,43,0,0
1436,1,4,80,0,0,46,0,1
1437,1,1,123,0,146,28,0,0
1438,2,4,90,0,106,63,1,0
1439,3,1,61,0,0,59,0,0
1440,2,3,41,0,0,42,0,0
1441,3,2,43,0,0,58,0,0
1442,1,3,71,0,162,39,1,0
1443,1,4,25,0,0,36,0,0
1444,2,1,154,1,0,60,1,0
1445,1,1,141,0,0,47,0,0
1446,3,2,22,0,110,29,0,0
1447,1,2,145,0,0,52,0,0
1448,3,3,49,0,0,41,0,0
1449,1,1,109,0,0,63,0,0
1450,1,3,80,0,0,59,0,1
1451,2,4,82,0,201,44,0,1
1452,1,4,52,0,0,54,0,0
1453,1,3,85,0,0,29,0,1
1454,1,1,148,0,0,51,0,0
1455,1,2,160,0,0,63,0,1
1456,1,4,39,0,0,36,0,0
1457,3,2,25,0,0,42,0,1
1458,3,1,33,0,0,51,0,1
1459,2,3,38,0,0,47,0,0
1460,3,4,85,0,0,40,0,1
1461,1,1,48,0,0,54,0,0
1462,3,4,15,0,77,47,0,0
1463,1,1,94,0,174,35,0,0
1464,1,2,120,0,0,28,0,0
1465,3,1,60,0,159,45,0,0
1466,1,2,145,0,277,33,0,1
1467,3,2,29,0,0,62,0,0
1468,2,3,78,0,0,45,0,0
1469,2,4,59,0,0,59,0,0
1470,3,2,80,0,0,58,0,1
1471,1,1,180,0,0,52,0,1
1472,2,3,8,0,83,34,0,0
1473,3,1,23,0,0,65,0,0
1474,3,2,79,0,0,48,0,0
1475,3,2,78,0,268,44,0,0
1476,2,1,64,0,0,61,0,1
1477,3,4,64,0,0,40,0,1
1478,1,4,160,1,237,65,0,0
1479,3,1,43,0,102,28,0,0
1480,3,1,32,0,0,67,0,1
1481,1,2,179,0,76,35,1,0
1482,1,1,8,0,0,60,0,0
1483,1,1,63,0,0,58,1,0
1484,3,2,40,0,0,55,1,0
1485,2,4,99,0,155,34,0,0
1486,2,2,141,1,0,35,0,0
1487,1,1,159,0,0,28,0,1
1488,1,2,39,0,174,38,0,0
1489,2,4,99,0,0,62,0,0
1490,2,4,18,0,0,30,0,1
1491,1,2,38,0,0,38,0,1
1492,1,1,133,0,0,33,0,0
1493,1,2,84,0,0,58,0,1
1494,2,1,60,0,0,59,0,1
1495,3,3,178,1,147,52,0,0
1496,3,1,18,0,0,36,0,1
1497,3,1,73,0,0,45,0,0
1498,1,1,125,0,0,49,0,0
1499,2,1,91,1,0,52,0,1
1500,1,2,74,0,0,54,0,0
1501,2,2,35,0,0,30,1,1
1502,1,1,113,0,0,65,0,1
1503,2,4,52,0,0,34,0,0
1504,2,2,191,1,0,30,0,0
1505,3,1,18,0,93,51,0,1
1506,1,2,25,0,0,52,0,1
1507,3,4,50,0,0,43,0,0
1508,3,4,75,0,0,35,0,1
1509,3,2,92,0,0,56,1,1
1510,2,2,33,0,0,57,0,0
1511,3,3,65,0,0,58,0,0
1512,1,3,44,0,0,53,0,0
1513,1,2,183,0,354,45,0,0
1514,1,2,175,0,0,44,0,1
1515,3,4,28,0,0,54,0,1
1516,2,4,49,0,0,41,0,0
1517,1,4,45,0,0,52,0,0
1518,3,4,64,1,221,43,0,0
